tissue,lineage,pathway,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2,q_value
Blood,B,nk_function,IT→IA,IT,IA,0.009432,0.008049,-14.7,↓,0.190476,NS,16/20,5,4,0.6904755
Blood,B,nk_function,IA→AR,IA,AR,0.008049,0.013085,62.6,↑,0.057143,†,12/12,4,3,0.5523799166666666
Blood,B,nk_function,CR→AR,CR,AR,0.006123,0.013085,113.7,↑,0.1,NS,9/9,3,3,0.2416666666666667
Blood,PlasmaB,nk_function,NL→IT,NL,IT,0.0,4e-06,99999.0,↑,0.423711,NS,5/25,5,5,0.687825052631579
Blood,PlasmaB,nk_function,NL→IA,NL,IA,0.0,0.003565,99999.0,↑,0.13121,NS,10/20,5,4,0.42278777777777776
Blood,PlasmaB,nk_function,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,PlasmaB,nk_function,NL→CR,NL,CR,0.0,0.006723,99999.0,↑,0.3017,NS,5/15,5,3,0.6701678235294118
Blood,PlasmaB,nk_function,IT→IA,IT,IA,4e-06,0.003565,82748.5,↑,0.308369,NS,10/20,5,4,0.9936334444444445
Blood,PlasmaB,nk_function,IA→AR,IA,AR,0.003565,0.0,-100.0,↓,0.270289,NS,6/12,4,3,0.4610812352941177
Blood,PlasmaB,nk_function,CR→AR,CR,AR,0.006723,0.0,-100.0,↓,0.504985,NS,3/9,3,3,0.7518518518518518
Blood,Myeloid,nk_il15_dual,NL→IT,NL,IT,0.033844,0.040284,19.0,↑,0.412698,NS,14/20,4,5,0.5984121
Blood,Myeloid,nk_il15_dual,NL→IA,NL,IA,0.033844,0.049422,46.0,↑,0.114286,NS,14/16,4,4,0.30129945454545454
Blood,Myeloid,nk_il15_dual,NL→AR,NL,AR,0.033844,0.043208,27.7,↑,0.4,NS,9/12,4,3,0.6105263157894737
Blood,Myeloid,nk_il15_dual,NL→CR,NL,CR,0.033844,0.051522,52.2,↑,0.114286,NS,11/12,4,3,0.30129945454545454
Blood,Myeloid,nk_il15_dual,IT→IA,IT,IA,0.040284,0.049422,22.7,↑,0.190476,NS,16/20,5,4,1.0
Blood,Myeloid,nk_il15_dual,IA→AR,IA,AR,0.049422,0.043208,-12.6,↓,0.628571,NS,8/12,4,3,1.0
Blood,Myeloid,nk_il15_dual,CR→AR,CR,AR,0.051522,0.043208,-16.1,↓,0.4,NS,7/9,3,3,0.7250000000000001
Blood,CD4_T,nk_il15_dual,NL→IT,NL,IT,0.091307,0.085334,-6.5,↓,0.420635,NS,17/25,5,5,0.7175538235294118
Blood,CD4_T,nk_il15_dual,NL→IA,NL,IA,0.091307,0.096794,6.0,↑,0.730159,NS,12/20,5,4,0.9206352608695652
Blood,CD4_T,nk_il15_dual,NL→AR,NL,AR,0.091307,0.091098,-0.2,↓,0.571429,NS,10/15,5,3,0.789116238095238
Blood,CD4_T,nk_il15_dual,NL→CR,NL,CR,0.091307,0.088813,-2.7,↓,0.785714,NS,9/15,5,3,0.9494044166666668
Blood,CD4_T,nk_il15_dual,IT→IA,IT,IA,0.085334,0.096794,13.4,↑,0.412698,NS,14/20,5,4,0.9717814074074074
Blood,CD4_T,nk_il15_dual,IA→AR,IA,AR,0.096794,0.091098,-5.9,↓,0.857143,NS,7/12,4,3,0.9206350740740741
Blood,CD4_T,nk_il15_dual,CR→AR,CR,AR,0.088813,0.091098,2.6,↑,1.0,NS,5/9,3,3,1.0
Blood,CD8_T,nk_il15_dual,NL→IT,NL,IT,0.076954,0.087131,13.2,↑,1.0,NS,13/25,5,5,1.0
Blood,CD8_T,nk_il15_dual,NL→IA,NL,IA,0.076954,0.105456,37.0,↑,0.111111,NS,17/20,5,4,0.80555475
Blood,CD8_T,nk_il15_dual,NL→AR,NL,AR,0.076954,0.093678,21.7,↑,0.785714,NS,9/15,5,3,1.0
Blood,CD8_T,nk_il15_dual,NL→CR,NL,CR,0.076954,0.088242,14.7,↑,1.0,NS,8/15,5,3,1.0
Blood,CD8_T,nk_il15_dual,IT→IA,IT,IA,0.087131,0.105456,21.0,↑,0.111111,NS,17/20,5,4,0.5370365
Blood,CD8_T,nk_il15_dual,IA→AR,IA,AR,0.105456,0.093678,-11.2,↓,0.228571,NS,10/12,4,3,0.9666666666666668
Blood,CD8_T,nk_il15_dual,CR→AR,CR,AR,0.088242,0.093678,6.2,↑,0.7,NS,6/9,3,3,0.7
Blood,NK,nk_il15_dual,NL→IT,NL,IT,0.102632,0.127906,24.6,↑,0.150794,NS,20/25,5,5,0.3363866153846154
Blood,NK,nk_il15_dual,NL→IA,NL,IA,0.102632,0.149499,45.7,↑,0.031746,*,19/20,5,4,0.11507925000000001
Blood,NK,nk_il15_dual,NL→AR,NL,AR,0.102632,0.122246,19.1,↑,0.25,NS,12/15,5,3,0.5178571428571428
Blood,NK,nk_il15_dual,NL→CR,NL,CR,0.102632,0.137374,33.9,↑,0.142857,NS,13/15,5,3,0.34523775
Blood,NK,nk_il15_dual,IT→IA,IT,IA,0.127906,0.149499,16.9,↑,0.063492,†,18/20,5,4,0.2630382857142857
Blood,NK,nk_il15_dual,IA→AR,IA,AR,0.149499,0.122246,-18.2,↓,0.057143,†,12/12,4,3,0.41428675
Blood,NK,nk_il15_dual,CR→AR,CR,AR,0.137374,0.122246,-11.0,↓,0.4,NS,7/9,3,3,0.8923076923076924
Blood,B,nk_il15_dual,NL→IT,NL,IT,0.050125,0.062647,25.0,↑,0.309524,NS,18/25,5,5,0.5610122500000001
Blood,B,nk_il15_dual,NL→IA,NL,IA,0.050125,0.06319,26.1,↑,0.190476,NS,16/20,5,4,0.34523775
Blood,B,nk_il15_dual,NL→AR,NL,AR,0.050125,0.067283,34.2,↑,0.071429,†,14/15,5,3,0.2317551111111111
Blood,B,nk_il15_dual,NL→CR,NL,CR,0.050125,0.063222,26.1,↑,0.392857,NS,11/15,5,3,0.5425168095238095
Blood,B,nk_il15_dual,IT→IA,IT,IA,0.062647,0.06319,0.9,↑,0.904762,NS,9/20,5,4,1.0
Blood,B,nk_il15_dual,IA→AR,IA,AR,0.06319,0.067283,6.5,↑,1.0,NS,6/12,4,3,1.0
Blood,B,nk_il15_dual,CR→AR,CR,AR,0.063222,0.067283,6.4,↑,0.4,NS,7/9,3,3,0.6823529411764707
Blood,PlasmaB,nk_il15_dual,NL→IT,NL,IT,0.022592,0.057025,152.4,↑,0.095238,†,21/25,5,5,0.34523775
Blood,PlasmaB,nk_il15_dual,NL→IA,NL,IA,0.022592,0.041787,85.0,↑,0.190476,NS,16/20,5,4,0.46031700000000003
Blood,PlasmaB,nk_il15_dual,NL→AR,NL,AR,0.022592,0.05154,128.1,↑,0.142857,NS,13/15,5,3,1.0
Blood,PlasmaB,nk_il15_dual,NL→CR,NL,CR,0.022592,0.063515,181.1,↑,0.071429,†,14/15,5,3,0.4142882
Blood,PlasmaB,nk_il15_dual,IT→IA,IT,IA,0.057025,0.041787,-26.7,↓,0.285714,NS,15/20,5,4,0.9936334444444445
Blood,PlasmaB,nk_il15_dual,IA→AR,IA,AR,0.041787,0.05154,23.3,↑,0.628571,NS,8/12,4,3,0.72914236
Blood,PlasmaB,nk_il15_dual,CR→AR,CR,AR,0.063515,0.05154,-18.9,↓,0.7,NS,6/9,3,3,0.7518518518518518
Blood,Myeloid,oxphos,NL→IT,NL,IT,0.30991,0.384824,24.2,↑,0.031746,*,19/20,4,5,0.10229266666666667
Blood,Myeloid,oxphos,NL→IA,NL,IA,0.30991,0.369738,19.3,↑,0.057143,†,15/16,4,4,0.207143375
Blood,Myeloid,oxphos,NL→AR,NL,AR,0.30991,0.372049,20.1,↑,0.228571,NS,10/12,4,3,0.6025962727272728
Blood,Myeloid,oxphos,NL→CR,NL,CR,0.30991,0.310802,0.3,↑,1.0,NS,6/12,4,3,1.0
Blood,Myeloid,oxphos,IT→IA,IT,IA,0.384824,0.369738,-3.9,↓,0.111111,NS,17/20,5,4,1.0
Blood,Myeloid,oxphos,IA→AR,IA,AR,0.369738,0.372049,0.6,↑,1.0,NS,6/12,4,3,1.0
Blood,Myeloid,oxphos,CR→AR,CR,AR,0.310802,0.372049,19.7,↑,0.4,NS,7/9,3,3,0.7250000000000001
Blood,CD4_T,oxphos,NL→IT,NL,IT,0.305299,0.321824,5.4,↑,0.690476,NS,15/25,5,5,0.9101729090909091
Blood,CD4_T,oxphos,NL→IA,NL,IA,0.305299,0.292094,-4.3,↓,0.730159,NS,12/20,5,4,0.9206352608695652
Blood,CD4_T,oxphos,NL→AR,NL,AR,0.305299,0.300029,-1.7,↓,0.785714,NS,9/15,5,3,0.8763733076923077
Blood,CD4_T,oxphos,NL→CR,NL,CR,0.305299,0.271311,-11.1,↓,0.392857,NS,11/15,5,3,0.6329362777777777
Blood,CD4_T,oxphos,IT→IA,IT,IA,0.321824,0.292094,-9.2,↓,0.190476,NS,16/20,5,4,0.7891148571428571
Blood,CD4_T,oxphos,IA→AR,IA,AR,0.292094,0.300029,2.7,↑,0.628571,NS,8/12,4,3,0.9206350740740741
Blood,CD4_T,oxphos,CR→AR,CR,AR,0.271311,0.300029,10.6,↑,0.2,NS,8/9,3,3,0.7250000000000001
Blood,CD8_T,oxphos,NL→IT,NL,IT,0.296206,0.322668,8.9,↑,1.0,NS,13/25,5,5,1.0
Blood,CD8_T,oxphos,NL→IA,NL,IA,0.296206,0.299378,1.1,↑,0.904762,NS,9/20,5,4,0.9717814074074074
Blood,CD8_T,oxphos,NL→AR,NL,AR,0.296206,0.311318,5.1,↑,1.0,NS,8/15,5,3,1.0
Blood,CD8_T,oxphos,NL→CR,NL,CR,0.296206,0.277532,-6.3,↓,0.785714,NS,9/15,5,3,0.9906828695652173
Blood,CD8_T,oxphos,IT→IA,IT,IA,0.322668,0.299378,-7.2,↓,0.111111,NS,17/20,5,4,0.5370365
Blood,CD8_T,oxphos,IA→AR,IA,AR,0.299378,0.311318,4.0,↑,0.628571,NS,8/12,4,3,1.0
Blood,CD8_T,oxphos,CR→AR,CR,AR,0.277532,0.311318,12.2,↑,0.2,NS,8/9,3,3,0.4461538461538462
Blood,NK,oxphos,NL→IT,NL,IT,0.25703,0.278417,8.3,↑,0.547619,NS,16/25,5,5,0.6617062916666666
Blood,NK,oxphos,NL→IA,NL,IA,0.25703,0.262435,2.1,↑,0.904762,NS,11/20,5,4,0.904762
Blood,NK,oxphos,NL→AR,NL,AR,0.25703,0.281595,9.6,↑,0.571429,NS,10/15,5,3,0.789116238095238
Blood,NK,oxphos,NL→CR,NL,CR,0.25703,0.262689,2.2,↑,0.785714,NS,9/15,5,3,0.8439150370370371
Blood,NK,oxphos,IT→IA,IT,IA,0.278417,0.262435,-5.7,↓,0.190476,NS,16/20,5,4,0.3682536
Blood,NK,oxphos,IA→AR,IA,AR,0.262435,0.281595,7.3,↑,0.628571,NS,8/12,4,3,0.9593978421052631
Blood,NK,oxphos,CR→AR,CR,AR,0.262689,0.281595,7.2,↑,1.0,NS,5/9,3,3,1.0
Blood,B,oxphos,NL→IT,NL,IT,0.259347,0.274037,5.7,↑,0.690476,NS,15/25,5,5,1.0
Blood,B,oxphos,NL→IA,NL,IA,0.259347,0.264951,2.2,↑,0.904762,NS,11/20,5,4,1.0
Blood,B,oxphos,NL→AR,NL,AR,0.259347,0.287878,11.0,↑,0.25,NS,12/15,5,3,0.453125
Blood,B,oxphos,NL→CR,NL,CR,0.259347,0.234176,-9.7,↓,0.392857,NS,11/15,5,3,0.5425168095238095
Blood,B,oxphos,IT→IA,IT,IA,0.274037,0.264951,-3.3,↓,0.904762,NS,11/20,5,4,1.0
Blood,B,oxphos,IA→AR,IA,AR,0.264951,0.287878,8.7,↑,0.228571,NS,10/12,4,3,0.5523799166666666
Blood,B,oxphos,CR→AR,CR,AR,0.234176,0.287878,22.9,↑,0.1,NS,9/9,3,3,0.2416666666666667
Blood,PlasmaB,oxphos,NL→IT,NL,IT,0.524232,0.466669,-11.0,↓,0.547619,NS,16/25,5,5,0.7218614090909091
Blood,PlasmaB,oxphos,NL→IA,NL,IA,0.524232,0.436008,-16.8,↓,0.190476,NS,16/20,5,4,0.46031700000000003
Blood,PlasmaB,oxphos,NL→AR,NL,AR,0.524232,0.563599,7.5,↑,0.785714,NS,9/15,5,3,1.0
Blood,PlasmaB,oxphos,NL→CR,NL,CR,0.524232,0.369293,-29.6,↓,0.142857,NS,13/15,5,3,0.46031700000000003
Blood,PlasmaB,oxphos,IT→IA,IT,IA,0.466669,0.436008,-6.6,↓,0.555556,NS,13/20,5,4,1.0
Blood,PlasmaB,oxphos,IA→AR,IA,AR,0.436008,0.563599,29.3,↑,0.057143,†,12/12,4,3,0.30129945454545454
Blood,PlasmaB,oxphos,CR→AR,CR,AR,0.369293,0.563599,52.6,↑,0.1,NS,9/9,3,3,0.32222222222222224
Blood,Myeloid,proliferation,NL→IT,NL,IT,0.002602,0.000682,-73.8,↓,0.325163,NS,14/20,4,5,0.5238737222222222
Blood,Myeloid,proliferation,NL→IA,NL,IA,0.002602,0.001966,-24.5,↓,0.885714,NS,9/16,4,4,0.9879117692307692
Blood,Myeloid,proliferation,NL→AR,NL,AR,0.002602,0.000746,-71.3,↓,0.721277,NS,7/12,4,3,0.9094362173913042
Blood,Myeloid,proliferation,NL→CR,NL,CR,0.002602,0.000803,-69.1,↓,0.721277,NS,7/12,4,3,0.9560441153846153
Blood,Myeloid,proliferation,IT→IA,IT,IA,0.000682,0.001966,188.2,↑,0.190476,NS,16/20,5,4,1.0
Blood,Myeloid,proliferation,IA→AR,IA,AR,0.001966,0.000746,-62.1,↓,0.628571,NS,8/12,4,3,1.0
Blood,Myeloid,proliferation,CR→AR,CR,AR,0.000803,0.000746,-7.2,↓,1.0,NS,4/9,3,3,1.0
Blood,CD4_T,proliferation,NL→IT,NL,IT,0.023913,0.006828,-71.4,↓,0.420635,NS,17/25,5,5,0.7175538235294118
Blood,CD4_T,proliferation,NL→IA,NL,IA,0.023913,0.006848,-71.4,↓,0.555556,NS,13/20,5,4,0.8479538947368422
Blood,CD4_T,proliferation,NL→AR,NL,AR,0.023913,0.004746,-80.2,↓,0.142857,NS,13/15,5,3,0.6329362777777777
Blood,CD4_T,proliferation,NL→CR,NL,CR,0.023913,0.003242,-86.4,↓,0.071429,†,14/15,5,3,0.51786025
Blood,CD4_T,proliferation,IT→IA,IT,IA,0.006828,0.006848,0.3,↑,0.904762,NS,9/20,5,4,0.9717814074074074
Blood,CD4_T,proliferation,IA→AR,IA,AR,0.006848,0.004746,-30.7,↓,0.4,NS,9/12,4,3,0.9206350740740741
Blood,CD4_T,proliferation,CR→AR,CR,AR,0.003242,0.004746,46.4,↑,1.0,NS,5/9,3,3,1.0
Blood,CD8_T,proliferation,NL→IT,NL,IT,0.019471,0.006454,-66.9,↓,0.547619,NS,16/25,5,5,0.9101729090909091
Blood,CD8_T,proliferation,NL→IA,NL,IA,0.019471,0.006544,-66.4,↓,0.555556,NS,13/20,5,4,0.8950624444444445
Blood,CD8_T,proliferation,NL→AR,NL,AR,0.019471,0.004944,-74.6,↓,0.571429,NS,10/15,5,3,1.0
Blood,CD8_T,proliferation,NL→CR,NL,CR,0.019471,0.002685,-86.2,↓,0.25,NS,12/15,5,3,0.6590909090909092
Blood,CD8_T,proliferation,IT→IA,IT,IA,0.006454,0.006544,1.4,↑,0.904762,NS,9/20,5,4,1.0
Blood,CD8_T,proliferation,IA→AR,IA,AR,0.006544,0.004944,-24.4,↓,1.0,NS,6/12,4,3,1.0
Blood,CD8_T,proliferation,CR→AR,CR,AR,0.002685,0.004944,84.2,↑,0.7,NS,6/9,3,3,0.7
Blood,NK,proliferation,NL→IT,NL,IT,0.016258,0.005691,-65.0,↓,0.150794,NS,20/25,5,5,0.3363866153846154
Blood,NK,proliferation,NL→IA,NL,IA,0.016258,0.00821,-49.5,↓,0.555556,NS,13/20,5,4,0.6712968333333335
Blood,NK,proliferation,NL→AR,NL,AR,0.016258,0.005111,-68.6,↓,0.25,NS,12/15,5,3,0.5178571428571428
Blood,NK,proliferation,NL→CR,NL,CR,0.016258,0.005448,-66.5,↓,0.142857,NS,13/15,5,3,0.34523775
Blood,NK,proliferation,IT→IA,IT,IA,0.005691,0.00821,44.3,↑,0.031746,*,19/20,5,4,0.23015850000000002
Blood,NK,proliferation,IA→AR,IA,AR,0.00821,0.005111,-37.7,↓,0.114286,NS,11/12,4,3,0.5523823333333333
Blood,NK,proliferation,CR→AR,CR,AR,0.005448,0.005111,-6.2,↓,1.0,NS,4/9,3,3,1.0
Blood,B,proliferation,NL→IT,NL,IT,0.002644,0.004584,73.4,↑,0.20869,NS,19/25,5,5,0.495726
Blood,B,proliferation,NL→IA,NL,IA,0.002644,0.004311,63.1,↑,0.389284,NS,14/20,5,4,0.5699162857142858
Blood,B,proliferation,NL→AR,NL,AR,0.002644,0.003331,26.0,↑,0.548595,NS,10/15,5,3,0.8373292105263159
Blood,B,proliferation,NL→CR,NL,CR,0.002644,0.001968,-25.6,↓,0.764228,NS,6/15,5,3,0.8439150370370371
Blood,B,proliferation,IT→IA,IT,IA,0.004584,0.004311,-5.9,↓,0.904762,NS,9/20,5,4,1.0
Blood,B,proliferation,IA→AR,IA,AR,0.004311,0.003331,-22.7,↓,0.628571,NS,8/12,4,3,0.7925460434782609
Blood,B,proliferation,CR→AR,CR,AR,0.001968,0.003331,69.3,↑,0.7,NS,6/9,3,3,0.8826086956521738
Blood,PlasmaB,proliferation,NL→IT,NL,IT,0.13316,0.004672,-96.5,↓,0.157939,NS,15/25,5,5,0.5089145555555555
Blood,PlasmaB,proliferation,NL→IA,NL,IA,0.13316,0.015082,-88.7,↓,0.522431,NS,11/20,5,4,0.8055562000000001
Blood,PlasmaB,proliferation,NL→AR,NL,AR,0.13316,0.030955,-76.8,↓,1.0,NS,7/15,5,3,1.0
Blood,PlasmaB,proliferation,NL→CR,NL,CR,0.13316,0.023925,-82.0,↓,1.0,NS,7/15,5,3,1.0
Blood,PlasmaB,proliferation,IT→IA,IT,IA,0.004672,0.015082,222.8,↑,0.466854,NS,9/20,5,4,1.0
Blood,PlasmaB,proliferation,IA→AR,IA,AR,0.015082,0.030955,105.2,↑,0.58208,NS,7/12,4,3,0.72914236
Blood,PlasmaB,proliferation,CR→AR,CR,AR,0.023925,0.030955,29.4,↑,0.824778,NS,5/9,3,3,0.8542343571428571
Blood,Myeloid,senescence,NL→IT,NL,IT,0.078637,0.055537,-29.4,↓,0.015873,*,20/20,4,5,0.06575957142857143
Blood,Myeloid,senescence,NL→IA,NL,IA,0.078637,0.077212,-1.8,↓,0.885714,NS,9/16,4,4,0.9879117692307692
Blood,Myeloid,senescence,NL→AR,NL,AR,0.078637,0.063752,-18.9,↓,0.4,NS,9/12,4,3,0.6105263157894737
Blood,Myeloid,senescence,NL→CR,NL,CR,0.078637,0.072431,-7.9,↓,0.628571,NS,8/12,4,3,0.9560441153846153
Blood,Myeloid,senescence,IT→IA,IT,IA,0.055537,0.077212,39.0,↑,0.730159,NS,12/20,5,4,1.0
Blood,Myeloid,senescence,IA→AR,IA,AR,0.077212,0.063752,-17.4,↓,0.857143,NS,7/12,4,3,1.0
Blood,Myeloid,senescence,CR→AR,CR,AR,0.072431,0.063752,-12.0,↓,0.4,NS,7/9,3,3,0.7250000000000001
Blood,CD4_T,senescence,NL→IT,NL,IT,0.037069,0.024478,-34.0,↓,0.222222,NS,19/25,5,5,0.585858
Blood,CD4_T,senescence,NL→IA,NL,IA,0.037069,0.044087,18.9,↑,0.904762,NS,11/20,5,4,1.0
Blood,CD4_T,senescence,NL→AR,NL,AR,0.037069,0.026003,-29.9,↓,0.392857,NS,11/15,5,3,0.6329362777777777
Blood,CD4_T,senescence,NL→CR,NL,CR,0.037069,0.033743,-9.0,↓,1.0,NS,8/15,5,3,1.0
Blood,CD4_T,senescence,IT→IA,IT,IA,0.024478,0.044087,80.1,↑,0.412698,NS,14/20,5,4,0.9717814074074074
Blood,CD4_T,senescence,IA→AR,IA,AR,0.044087,0.026003,-41.0,↓,0.628571,NS,8/12,4,3,0.9206350740740741
Blood,CD4_T,senescence,CR→AR,CR,AR,0.033743,0.026003,-22.9,↓,0.1,NS,9/9,3,3,0.4833333333333334
Blood,CD8_T,senescence,NL→IT,NL,IT,0.035254,0.022485,-36.2,↓,0.031746,*,23/25,5,5,0.23015850000000002
Blood,CD8_T,senescence,NL→IA,NL,IA,0.035254,0.037331,5.9,↑,0.555556,NS,7/20,5,4,0.8950624444444445
Blood,CD8_T,senescence,NL→AR,NL,AR,0.035254,0.02336,-33.7,↓,0.071429,†,14/15,5,3,0.6904803333333334
Blood,CD8_T,senescence,NL→CR,NL,CR,0.035254,0.033481,-5.0,↓,1.0,NS,7/15,5,3,1.0
Blood,CD8_T,senescence,IT→IA,IT,IA,0.022485,0.037331,66.0,↑,0.190476,NS,16/20,5,4,0.613756
Blood,CD8_T,senescence,IA→AR,IA,AR,0.037331,0.02336,-37.4,↓,0.114286,NS,11/12,4,3,0.9666666666666668
Blood,CD8_T,senescence,CR→AR,CR,AR,0.033481,0.02336,-30.2,↓,0.1,NS,9/9,3,3,0.32222222222222224
Blood,NK,senescence,NL→IT,NL,IT,0.039752,0.026398,-33.6,↓,0.015873,*,24/25,5,5,0.0920634
Blood,NK,senescence,NL→IA,NL,IA,0.039752,0.042313,6.4,↑,0.555556,NS,7/20,5,4,0.6712968333333335
Blood,NK,senescence,NL→AR,NL,AR,0.039752,0.024899,-37.4,↓,0.071429,†,14/15,5,3,0.23016011111111112
Blood,NK,senescence,NL→CR,NL,CR,0.039752,0.037259,-6.3,↓,1.0,NS,7/15,5,3,1.0
Blood,NK,senescence,IT→IA,IT,IA,0.026398,0.042313,60.3,↑,0.063492,†,18/20,5,4,0.2630382857142857
Blood,NK,senescence,IA→AR,IA,AR,0.042313,0.024899,-41.2,↓,0.114286,NS,11/12,4,3,0.5523823333333333
Blood,NK,senescence,CR→AR,CR,AR,0.037259,0.024899,-33.2,↓,0.1,NS,9/9,3,3,0.4142857142857143
Blood,B,senescence,NL→IT,NL,IT,0.057621,0.056104,-2.6,↓,1.0,NS,12/25,5,5,1.0
Blood,B,senescence,NL→IA,NL,IA,0.057621,0.069065,19.9,↑,0.412698,NS,14/20,5,4,0.5699162857142858
Blood,B,senescence,NL→AR,NL,AR,0.057621,0.061746,7.2,↑,0.785714,NS,9/15,5,3,0.8763733076923077
Blood,B,senescence,NL→CR,NL,CR,0.057621,0.06485,12.5,↑,0.785714,NS,9/15,5,3,0.8439150370370371
Blood,B,senescence,IT→IA,IT,IA,0.056104,0.069065,23.1,↑,0.063492,†,18/20,5,4,0.46031700000000003
Blood,B,senescence,IA→AR,IA,AR,0.069065,0.061746,-10.6,↓,0.4,NS,9/12,4,3,0.6444444444444445
Blood,B,senescence,CR→AR,CR,AR,0.06485,0.061746,-4.8,↓,0.1,NS,9/9,3,3,0.2416666666666667
Blood,PlasmaB,senescence,NL→IT,NL,IT,0.075964,0.053521,-29.5,↓,0.309524,NS,18/25,5,5,0.687825052631579
Blood,PlasmaB,senescence,NL→IA,NL,IA,0.075964,0.064291,-15.4,↓,0.555556,NS,13/20,5,4,0.8055562000000001
Blood,PlasmaB,senescence,NL→AR,NL,AR,0.075964,0.03692,-51.4,↓,0.071429,†,14/15,5,3,1.0
Blood,PlasmaB,senescence,NL→CR,NL,CR,0.075964,0.058567,-22.9,↓,0.571429,NS,10/15,5,3,0.8285720499999999
Blood,PlasmaB,senescence,IT→IA,IT,IA,0.053521,0.064291,20.1,↑,0.904762,NS,11/20,5,4,1.0
Blood,PlasmaB,senescence,IA→AR,IA,AR,0.064291,0.03692,-42.6,↓,0.228571,NS,10/12,4,3,0.4142849375
Blood,PlasmaB,senescence,CR→AR,CR,AR,0.058567,0.03692,-37.0,↓,0.4,NS,7/9,3,3,0.6444444444444445
Blood,Myeloid,stemness,NL→IT,NL,IT,0.040567,0.042772,5.4,↑,0.904762,NS,11/20,4,5,0.9370749285714285
Blood,Myeloid,stemness,NL→IA,NL,IA,0.040567,0.034084,-16.0,↓,0.885714,NS,9/16,4,4,0.9879117692307692
Blood,Myeloid,stemness,NL→AR,NL,AR,0.040567,0.033363,-17.8,↓,0.857143,NS,7/12,4,3,0.9206350740740741
Blood,Myeloid,stemness,NL→CR,NL,CR,0.040567,0.04857,19.7,↑,0.4,NS,9/12,4,3,0.6823529411764707
Blood,Myeloid,stemness,IT→IA,IT,IA,0.042772,0.034084,-20.3,↓,0.730159,NS,12/20,5,4,1.0
Blood,Myeloid,stemness,IA→AR,IA,AR,0.034084,0.033363,-2.1,↓,1.0,NS,6/12,4,3,1.0
Blood,Myeloid,stemness,CR→AR,CR,AR,0.04857,0.033363,-31.3,↓,0.1,NS,9/9,3,3,0.4142857142857143
Blood,CD4_T,stemness,NL→IT,NL,IT,0.23399,0.365393,56.2,↑,0.150794,NS,20/25,5,5,0.4858917777777778
Blood,CD4_T,stemness,NL→IA,NL,IA,0.23399,0.339144,44.9,↑,0.555556,NS,13/20,5,4,0.8479538947368422
Blood,CD4_T,stemness,NL→AR,NL,AR,0.23399,0.394357,68.5,↑,0.25,NS,12/15,5,3,0.6329362777777777
Blood,CD4_T,stemness,NL→CR,NL,CR,0.23399,0.336898,44.0,↑,0.25,NS,12/15,5,3,0.5576923076923077
Blood,CD4_T,stemness,IT→IA,IT,IA,0.365393,0.339144,-7.2,↓,1.0,NS,10/20,5,4,1.0
Blood,CD4_T,stemness,IA→AR,IA,AR,0.339144,0.394357,16.3,↑,0.857143,NS,7/12,4,3,0.9206350740740741
Blood,CD4_T,stemness,CR→AR,CR,AR,0.336898,0.394357,17.1,↑,0.4,NS,7/9,3,3,0.8285714285714286
Blood,CD8_T,stemness,NL→IT,NL,IT,0.20846,0.322036,54.5,↑,0.150794,NS,20/25,5,5,0.54662825
Blood,CD8_T,stemness,NL→IA,NL,IA,0.20846,0.254748,22.2,↑,0.904762,NS,11/20,5,4,0.9717814074074074
Blood,CD8_T,stemness,NL→AR,NL,AR,0.20846,0.256007,22.8,↑,0.25,NS,12/15,5,3,0.8763733076923077
Blood,CD8_T,stemness,NL→CR,NL,CR,0.20846,0.299132,43.5,↑,0.25,NS,12/15,5,3,0.6590909090909092
Blood,CD8_T,stemness,IT→IA,IT,IA,0.322036,0.254748,-20.9,↓,0.730159,NS,12/20,5,4,1.0
Blood,CD8_T,stemness,IA→AR,IA,AR,0.254748,0.256007,0.5,↑,1.0,NS,6/12,4,3,1.0
Blood,CD8_T,stemness,CR→AR,CR,AR,0.299132,0.256007,-14.4,↓,0.4,NS,7/9,3,3,0.58
Blood,NK,stemness,NL→IT,NL,IT,0.029194,0.049674,70.1,↑,0.095238,†,21/25,5,5,0.2761902
Blood,NK,stemness,NL→IA,NL,IA,0.029194,0.076799,163.1,↑,0.015873,*,20/20,5,4,0.07671950000000001
Blood,NK,stemness,NL→AR,NL,AR,0.029194,0.05583,91.2,↑,0.035714,*,15/15,5,3,0.12946325
Blood,NK,stemness,NL→CR,NL,CR,0.029194,0.064939,122.4,↑,0.035714,*,15/15,5,3,0.29592014285714285
Blood,NK,stemness,IT→IA,IT,IA,0.049674,0.076799,54.6,↑,0.190476,NS,16/20,5,4,0.3682536
Blood,NK,stemness,IA→AR,IA,AR,0.076799,0.05583,-27.3,↓,0.4,NS,9/12,4,3,0.7733333333333333
Blood,NK,stemness,CR→AR,CR,AR,0.064939,0.05583,-14.0,↓,0.7,NS,6/9,3,3,1.0
Blood,B,stemness,NL→IT,NL,IT,0.077318,0.132442,71.3,↑,0.055556,†,22/25,5,5,0.2013905
Blood,B,stemness,NL→IA,NL,IA,0.077318,0.14993,93.9,↑,0.031746,*,19/20,5,4,0.17663900000000002
